Disclaimer: Although Stormwater Services makes every effort to ensure data quality in the monitoring program, errors do arise and may not be identified at the time the data was uploaded to this database.  The City of Durham does not assume any liability associated with the use of these data and is not obligated to notify parties of modifications or changes to the database.

Query Results: 
Name:EL10.7EC-EL1.9EC-EL5.0EC-EL5.5GC-EL5.6EC-EL7.1EC-EL7.1SEC-EL7.6SECT-EL7.9EC-EL8.1GC-EL8.2EC-EL8.5SEC-EL8.6SECUT-EL9.9EC-EL-Englewood-EL-Knox 
Medium:Water
Parameters: all 
Project: Ambient
Time Period:2016-05-02 ~ 2022-05-02
Data was downloaded on May 23 2022 11:41 am
The data contains the QA code. 
For Help with QA code, please check http://www.durhamwaterquality.org/QAcode.php

Station Name,Filtered,Parameter,Date/Time,Value,QA Code,Unit,QAQC Sample,Comments,Rain in Last 24 Hours,Sky Condition,Flow Severity,Comp  Code,Thalweg,Lab,Project
"EL8.5SEC","Field","Organic Carbon","2016-11-09 09:05:00","3.1","","mg/L","","Staff Gage:  0.90; High stage, merky water Duplicate","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","Field","Organic Carbon","2016-12-08 09:00:00","5.3","","mg/L","","Staff Gage:  0.67","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2016-05-10 09:05:00","7.3","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2016-06-14 09:15:00","6.5","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2016-07-12 09:25:00","7.5","","mg/L","","Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2016-07-12 09:25:00","20","","mg/L","","Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2016-08-09 09:15:00","6.3","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2016-09-13 09:30:00","7.3","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2016-11-08 09:35:00","8.2","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2016-12-06 09:30:00","8.2","","mg/L","","Raining","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-01-19 10:30:00","7.5","","mg/L","","Duplicate","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-01-19 10:30:00","8.6","","mg/L","","Duplicate","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-02-14 10:15:00","7.6","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-03-14 10:05:00","8.2","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-04-11 09:35:00","7.5","","mg/L",""," ","","","","","","","Ambient",
"EL1.9EC","","Organic Carbon","2017-05-16 09:40:00","7.35","","mg/L","","Duplicate Site, merky water","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-06-13 09:00:00","6.35","","mg/L","","Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-06-13 09:00:00","6.23","","mg/L","","Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-07-11 09:50:00","6.92","","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-08-15 09:40:00","6.6","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-09-12 10:00:00","6.48","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-10-10 10:00:00","8.05","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-11-07 10:05:00","7.12","","mg/L","","Duplicate","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-11-07 10:05:00","7.09","","mg/L","","Duplicate","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2017-12-05 10:20:00","7.51","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-01-02 09:45:00","6.72","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-02-06 09:55:00","7.21","","mg/L","","Duplicate Site Duplicate","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-02-06 09:55:00","7.16","","mg/L","","Duplicate Site Duplicate","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-03-06 09:10:00","8.32","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-04-03 09:05:00","8.13","","mg/L","","Large sewer spill upstream at NDWRF over the weekend","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-05-01 08:45:00","7.9","","mg/L","","NDWRF dewatering from construction area on 4/30 Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-05-01 08:45:00","8.01","","mg/L","","NDWRF dewatering from construction area on 4/30 Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-06-05 09:15:00","7.46","","mg/L","","merky water and strong sewage odor","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-07-10 08:50:00","7.83","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-08-07 09:35:00","7.88","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-09-04 09:40:00","7.81","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-10-02 09:20:00","6.54","","mg/L","","Very high water could not reach thalwag","No","Partly Cloudy","4","G","No","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-11-06 08:55:00","10.3","","mg/L","","Duplicate","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-11-06 08:55:00","9.75","","mg/L","","Duplicate","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2018-12-04 10:00:00","7","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2019-01-08 09:50:00","6.87","","mg/L","","Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2019-01-08 09:50:00","7.01","","mg/L","","Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2019-02-05 09:10:00","5.19","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2019-03-05 09:30:00","8.42","","mg/L","","Duplicate Site","Yes","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2019-04-02 09:20:00","6.43","","mg/L","","Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2019-04-02 09:20:00","6.4","","mg/L","","Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2019-05-07 09:00:00","6.15","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2019-06-05 09:10:00","6.09","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2019-07-09 09:00:00","6.81","","mg/L","","Duplicate","Yes","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2019-07-09 09:00:00","6.44","","mg/L","","Duplicate","Yes","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-01-05 09:20:00","7.3","","mg/L","","Duplicate","No","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-01-05 09:20:00","7.4","","mg/L","","Duplicate","No","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-02-02 09:40:00","8.9","","mg/L",""," ","Yes","Partly Cloudy","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-03-02 09:15:00","7.1","","mg/L","","Channel seems to be backed up, possibly due to high stage at Falls Lake","No","Partly Cloudy","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-04-06 09:10:00","6.5","","mg/L","","Duplicate Site","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-05-04 09:00:00","6.6","","mg/L",""," ","Yes","Sunny","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-06-01 08:55:00","4.8","","mg/L","","Duplicate","No","Sunny","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-06-01 08:55:00","5.1","","mg/L","","Duplicate","No","Sunny","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-07-06 09:00:00","5.4","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-08-03 08:55:00","5.9","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-09-07 09:05:00","7.6","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-10-12 09:45:00","5.7","","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-11-02 09:05:00","6.3","","mg/L","","Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-11-02 09:05:00","6","","mg/L","","Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2021-12-07 09:25:00","7.8","","mg/L","","Duplicate Site","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2022-01-04 09:00:00","8","Q2","mg/L","","Winter storm over the weekend","No","Sunny","4","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2022-03-01 09:15:00","7.2","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2022-03-01 09:15:00","5.1","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2022-03-01 09:15:00","7.2","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Organic Carbon","2022-03-01 09:15:00","5.1","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2017-01-19 11:20:00","4.7","","mg/L",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2017-02-14 11:10:00","4.9","","mg/L","","Lots of filamentous algae","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2017-03-14 11:00:00","8.5","","mg/L","","Duplicate","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2017-03-14 11:00:00","8.4","","mg/L","","Duplicate","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2017-04-11 10:25:00","6.1","","mg/L","","lots of filamentus algae","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2017-05-16 10:30:00","6.62","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2017-06-13 10:25:00","7.29","","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2017-07-11 10:50:00","7.01","","mg/L","","Duplicate Site","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2017-08-15 10:10:00","6.38","","mg/L",""," ","","","","","","","Ambient",
"EL7.1EC","","Organic Carbon","2017-08-15 10:15:00","6.34","","mg/L",""," ","","","","","","","Ambient",
"EL7.1EC","","Organic Carbon","2017-09-12 10:50:00","3.97","","mg/L",""," ","Yes","Overcast","1","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2017-10-10 10:55:00","9.4","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2017-11-07 11:00:00","5.7","","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2017-12-05 11:10:00","4.62","","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-01-02 09:10:00","4.56","","mg/L","Duplicate","Duplicate Site; Layer of Ice Duplicate","No","Sunny","1","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-01-02 09:10:00","4.55","","mg/L","Duplicate","Duplicate Site; Layer of Ice Duplicate","No","Sunny","1","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-02-06 09:10:00","7.18","","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-03-06 08:50:00","6.07","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-04-03 08:35:00","6.32","","mg/L","","Lots of green filamentous algae present","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-05-01 08:25:00","7.46","","mg/L","","Lots of green filamentous algae present","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-06-05 08:50:00","7.23","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-07-10 08:25:00","6.15","","mg/L","","Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-07-10 08:25:00","6.12","","mg/L","","Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-08-07 09:00:00","8.79","","mg/L","","Duplicate Site","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-09-04 09:00:00","5.04","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-10-02 08:55:00","7.06","","mg/L","","Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-10-02 08:55:00","7.04","","mg/L","","Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-11-06 08:30:00","10.8","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2018-12-04 09:30:00","6.56","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2019-01-08 11:00:00","6.91","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2019-02-05 10:15:00","4.87","","mg/L","","Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2019-02-05 10:15:00","4.7","","mg/L","","Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2019-03-05 11:00:00","9.46","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2019-04-02 10:40:00","5.22","","mg/L","","Raining; lots of algae matts present","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2019-05-07 10:15:00","7.21","","mg/L","","Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2019-05-07 10:15:00","7.17","","mg/L","","Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2019-06-05 10:15:00","8.22","","mg/L","","Duplicate Site","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2019-07-09 09:55:00","7.6","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2021-01-05 09:55:00","8.3","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2021-02-02 10:20:00","9.4","","mg/L","","Duplicate","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2021-02-02 10:20:00","8.9","","mg/L","","Duplicate","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2021-03-02 09:40:00","7.7","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2021-04-06 09:40:00","6.2","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2021-05-04 09:30:00","7.3","","mg/L","","Duplicate Site","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2021-06-01 09:20:00","4.9","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2021-07-06 09:45:00","5","","mg/L","","Duplicate","","","","","","","Ambient",
"EL7.1EC","","Organic Carbon","2021-07-06 09:45:00","5.1","","mg/L","","Duplicate","","","","","","","Ambient",
"EL7.1EC","","Organic Carbon","2021-08-03 09:20:00","4.7","","mg/L","","Light rain","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2021-09-07 09:45:00","7","","mg/L",""," ","","","","","","","Ambient",
"EL7.1EC","","Organic Carbon","2021-10-12 10:10:00","6.1","","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2021-11-02 09:25:00","5.7","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2021-12-07 09:55:00","6.7","","mg/L","","Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2021-12-07 09:55:00","7.1","","mg/L","","Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2022-01-04 08:30:00","7.9","Q2","mg/L","","Winter storm over the weekend Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2022-01-04 08:30:00","9.3","Q2","mg/L","","Winter storm over the weekend Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2022-03-01 08:45:00","6.8","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Organic Carbon","2022-03-01 08:45:00","6.8","","mg/L","","Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2016-05-10 08:30:00","7.6","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2016-06-14 08:45:00","4.3","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2016-07-12 08:50:00","7.7","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2016-08-09 08:45:00","7.6","","mg/L","","Duplicate","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2016-08-09 08:45:00","7.9","","mg/L","","Duplicate","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2016-09-13 08:45:00","5.5","","mg/L","","Duplicate Site; Very low flow","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2016-11-08 09:00:00","6.5","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2016-12-06 08:55:00","6.4","","mg/L","","Raining","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-01-19 11:00:00","5","","mg/L","","Staff Gage: 1.34","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-02-14 10:50:00","4.4","","mg/L","","Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-02-14 10:50:00","4.4","","mg/L","","Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-03-14 10:35:00","8.4","","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-04-11 10:05:00","5.5","","mg/L","","Staff Gage: 1.33'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-05-16 10:00:00","6.52","","mg/L","","Staff Gage: 1.36'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-06-13 10:00:00","6.4","","mg/L","","Duplicate Site; Staff Gage: 1.35'","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-07-11 10:25:00","6.71","","mg/L","","Staff Gage: 1.32' very low flow Duplicate","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-07-11 10:25:00","6.83","","mg/L","","Staff Gage: 1.32' very low flow Duplicate","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-08-15 10:15:00","5.75","","mg/L","","Staff Gage: 1.32'","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-09-12 10:30:00","5.32","","mg/L","","Staff Gage: 1.40'","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-10-10 10:35:00","9.89","","mg/L","","Staff Gage: 1.35'","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-11-07 10:40:00","6.03","","mg/L","","Staff Gage: 1.33', very low flow, lots of leaf littler present","No","Overcast","1","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-12-05 10:45:00","4.76","","mg/L","","Staff Gage: 1.34' Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.9EC","","Organic Carbon","2017-12-05 10:45:00","4.76","","mg/L","","Staff Gage: 1.34' Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Organic Carbon","2016-05-11 08:40:00","5.5","","mg/L","","Staff Gage:  0.68 Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Organic Carbon","2016-05-11 08:40:00","5.7","","mg/L","","Staff Gage:  0.68 Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Organic Carbon","2016-06-15 08:35:00","4.5","","mg/L","","Staff Gage:  0.64; Barely discernable discharge","No","Partly Cloudy","1","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Organic Carbon","2016-07-13 08:35:00","9.8","","mg/L","","Staff Gage:  0.73","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Organic Carbon","2016-08-10 08:30:00","6","","mg/L","","Staff Gage:  0.56","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Organic Carbon","2016-09-14 08:40:00","4.5","","mg/L","","Duplicate Site; Staff Gage:  0.66","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Organic Carbon","2016-11-09 09:05:00","3.3","","mg/L","","Staff Gage:  0.90; High stage, merky water Duplicate","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Organic Carbon","2016-11-09 09:05:00","3.1","","mg/L","","Staff Gage:  0.90; High stage, merky water Duplicate","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Organic Carbon","2016-12-08 09:00:00","5.3","","mg/L","","Staff Gage:  0.67","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL10.7EC","","pH","2017-01-11 09:20:00","7.3","","","","Duplicate Site; High conductivity due to ice treatment for snow storm","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL10.7EC","","pH","2017-02-15 09:00:00","7.5","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL10.7EC","","pH","2017-03-15 08:50:00","7.4","","",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2016-05-10 09:05:00","7.1","","",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2016-06-14 09:15:00","7.35","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2016-07-12 09:25:00","7.28","J10","","","pH sensor failure mid-day","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2016-08-09 09:15:00","7.29","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2016-09-13 09:30:00","7.41","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2016-10-11 09:15:00","7.24","","","","Duplicate Site; bank erosion from hurricane matthew","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2016-11-08 09:35:00","7.41","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2016-12-06 09:30:00","7.35","","","","Raining","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2017-01-19 10:30:00","7.43","","",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2017-02-14 10:15:00","7.5","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2017-03-14 10:05:00","7.3","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2017-04-11 09:34:00","7.4","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2017-05-16 09:40:00","7.2","","","","Duplicate Site, merky water","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2017-06-13 09:00:00","7.4","","",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
