"","Station","Date","WQI","Copper.CCC","Zinc.CCC","Fecal.Coliform.cfu.100mL.","Dissolved.Oxygen.mg.L.","Nitrate...Nitrite.as.N.mg.L.","Copper.ug.L.","Biochemical.Oxygen.Demand.mg.L.","Turbidity.NTU.","Total.Kjeldahl.Nitrogen.mg.L.","Zinc.ug.L.","Total.Phosphorus.mg.L.","Hardness.mg.L."
"461","EL5.6EC","2011-01-18","73","12.66",166.57,820,11.83,0.2,2.5,4,13.6,1.1,29,0.1,150
"462","EL5.6EC","2011-02-15","96","8.96",118.14,18,10.92,0.1,2.5,1,9.86,0.5,18,0.13,100
"463","EL5.6EC","2011-03-15","92","7.79",102.94,20,8.6,0.05,2.5,4,8.91,1.2,15,0.06,85
"464","EL5.6EC","2011-04-12","","7.40",97.79,98,9.63,0.05,2.5,2,14.5,0.7,NA,0.08,80
"465","EL5.6EC","2011-05-11","","5.37",71.19,1909,7,0.3,2.5,3,13.6,0.9,NA,0.1,55
"466","EL5.6EC","2011-06-07","94","8.96",118.14,63,5.81,0.05,2.5,1,20.8,0.3,5,0.1,100
"467","EL5.6EC","2011-07-12","","6.60",87.33,400,6.2,0.2,5.5,1,13.8,0.9,NA,0.09,70
"468","EL5.6EC","2011-08-16","","4.95",65.66,420,5.98,0.3,5,2,8.35,1.2,NA,0.09,50
"469","EL5.6EC","2011-09-13","97","7.00",92.58,81,6.82,0.2,2.5,1,8.5,0.4,5,0.05,75
"470","EL5.6EC","2011-10-11","78","6.60",87.33,150,7.82,0.3,2.5,1,208,0.7,31,0.42,70
"471","EL5.6EC","2011-11-09","94","6.20",82.01,52,10.01,0.2,2.5,1,14.2,0.7,16,0.07,65
"472","EL5.6EC","2011-12-06","","7.40",97.79,45,10.11,0.1,2.5,1,11.6,0.6,NA,0.09,80
"473","EL5.6EC","2013-01-15","86","7.40",97.79,290,9.63,0.2,4,1,12.7,0.5,19.2,0.08,80
"474","EL5.6EC","2013-02-12","95","7.40",97.79,10,10.85,0.3,4.8,1,18.7,0.47,49.9,0.25,80
"475","EL5.6EC","2013-03-12","63","8.18",108.05,500,10,0.43,6.6,7.6,68.8,1.17,14.8,0.24,90
"476","EL5.6EC","2013-04-16","92","8.57",113.11,58,6.41,0.03,3.2,2.5,9.2,0.58,7.8,0.09,95
"477","EL5.6EC","2013-05-08","78","6.20",82.01,1311,9.29,0.26,4.5,2.3,24.7,0.44,6.5,0.11,65
"478","EL5.6EC","2013-06-11","71","5.37",71.19,840,8.62,0.22,5.7,1,30.1,0.82,6.8,0.15,55
"479","EL5.6EC","2013-07-16","87","7.40",97.79,103,6.4,0.16,3.2,2.4,10.3,0.69,5.5,0.1,80
"480","EL5.6EC","2013-08-06","80","6.20",82.01,580,7.12,0.18,3.8,4,27.7,0.7,6.7,0.13,65
"481","EL5.6EC","2013-09-10","97","8.57",113.11,29,6.77,0.05,2,1,7,0.37,3.8,0.06,95
"482","EL5.6EC","2013-10-15","100","7.00",92.58,68,7.71,0.04,3.3,1,7.1,0.22,3.9,0.03,75
"483","EL5.6EC","2013-11-12","98","8.96",118.14,27,7.6,0,4.2,2,9.6,0.43,4,0.08,100
"484","EL5.6EC","2013-12-03","99","7.40",97.79,57,10.88,0.18,2.8,1,13.6,0.46,6.4,0.03,80
"485","EL5.6EC","2015-01-13","67","4.61",61.19,2800,12.09,0.55,5.5,2.1,32.9,0.41,12.3,0.09,46
"486","EL5.6EC","2015-02-10","60","2.55",34.01,4400,11.62,0.27,4.5,3.1,63.5,0.71,11.3,0.21,23
"487","EL5.6EC","2015-03-10","88","5.91",78.25,130,10.44,0.27,4.15,2.9,46.5,0.7,7.35,0.09,61.5
"488","EL5.6EC","2015-04-14","84","9.34",123.13,430,5.51,0.07,3.5,2,7.9,0.6,4.4,0.08,105
"489","EL5.6EC","2015-05-12","87","7.79",102.94,480,5.67,0.15,3.5,1,5.32,0.34,6.4,0.04,85
"490","EL5.6EC","2015-06-09","45","5.04",66.78,60000,7.2,0.42,5.1,6.4,45,0.88,10.9,0.17,51
"491","EL5.6EC","2015-07-14","55","4.44",58.92,45000,6.8,0.41,5.6,2.3,8.24,0.59,44.7,0.06,44
"492","EL5.6EC","2015-08-11","95","6.36",84.14,91,6.7,0.21,3.3,1,6.01,0.44,14.4,0.08,67
"493","EL5.6EC","2015-09-15","87","4.95",65.66,600,7.59,0.15,3.7,1,16.3,0.28,6.5,0.08,50
"494","EL5.6EC","2015-10-13","84","7.24",95.71,580,7.66,0.18,4.8,1,6.83,0.59,8.4,0.1,78
"495","EL5.6EC","2015-11-10","65","3.83",50.88,4600,9.4,0.27,6.4,2,33.2,0.74,10.8,0.16,37
"496","EL5.6EC","2015-12-01","66","3.92",52.04,2600,10.75,0.15,5.3,2,24.7,1,13.5,0.1,38
"497","EL5.6EC","2017-01-19","99","9.87",130.05,92,9.77,0.22,4.8,1,10.3,0.41,17.8,0.04,112
"498","EL5.6EC","2017-02-14","98","8.57",113.11,23,10.45,0.1,3.7,1,8.84,0.41,10,0.07,95
"499","EL5.6EC","2017-03-14","65","3.06",40.78,3100,11.9,0.32,5.4,4,26.7,0.49,12.65,0.1,28.5
"500","EL5.6EC","2017-04-11","86","7.64",100.89,210,7.5,0.02,3.1,2,7.7,0.7,5.8,0.08,83
"501","EL5.6EC","2017-05-16","81","8.03",106.01,1180,7.6,0.27,4.1,1,8.7,0.53,9,0.07,88
"502","EL5.6EC","2017-06-13","86","7.40",97.79,540,6.3,0.16,3.4,1,6.1,0.42,14.3,0.05,80
"503","EL5.6EC","2017-07-11","82","5.71",75.55,780,5.5,0.23,3.9,1,7.4,0.42,15.3,0.11,59
"504","EL5.6EC","2017-08-15","80","4.18",55.5,420,5.8,0.21,5.1,1,11.2,0.36,11.5,0.07,41
"505","EL5.6EC","2017-09-12","85","5.62",74.46,580,7.4,0.09,4,1,4.2,0.41,14.6,0.09,58
"506","EL5.6EC","2017-10-10","72","3.38",44.99,1667,5.8,0.08,6.5,1,11.1,0.46,26.5,0.13,32
"507","EL5.6EC","2017-11-07","94","5.37",71.19,105,7.5,0.17,3.2,1,20.6,0.31,16.4,0.17,55
"508","EL5.6EC","2017-12-05","93","9.30",122.63,116,8.8,0.43,2.75,1,10.8,0.23,7.65,0.09,104.5
"509","EL5.6EC","2019-01-08","87","8.18",108.05,214,10.4,0.27,3.3,1,11.4,0.39,13.1,0.06,90
"510","EL5.6EC","2019-02-05","99","9.56",126.1,84,10.7,0.21,2.4,1,11,0.33,14,0.05,108
"511","EL5.6EC","2019-03-05","70","5.87",77.71,2800,11.6,0.32,4.2,1,24.8,0.9,14.1,0.11,61
"512","EL5.6EC","2019-04-02","99","10.54",138.85,56,9.9,0.15,3.3,1,5.4,0.42,7.1,0.05,121
"513","EL5.6EC","2019-05-07","85","6.32",83.61,669,6.1,0.16,3.8,1.5,8.1,0.3,14.1,0.08,66.5
"514","EL5.6EC","2019-06-05","82","7.72",101.91,680,5.1,0.09,2.6,1,6.5,0.59,7.7,0.14,84
"515","EL5.6EC","2019-07-09","66","4.27",56.65,2300,5.7,0.22,4.7,1,15.7,0.77,13,0.14,42
"516","EL5.6EC","2019-08-06","48","2.93",38.96,26000,6.6,0.26,4.2,4.4,36.6,0.65,8.6,0.16,27
"517","EL5.6EC","2019-09-03","86","8.34",110.08,240,5.9,0.08,2.5,1,5.1,0.39,7.2,0.05,92
"518","EL5.6EC","2019-10-01","86","12.66",166.57,440,6.4,0.02,1.5,1,4,0.47,3.5,0.06,150
"519","EL5.6EC","2019-11-05","","6.02",79.65,665,8.4,0.02,4,1,7.6,NA,12.3,0.09,62.8
"520","EL5.6EC","2019-12-03","81","5.71",75.55,213,9.7,0.3,5.1,2.2,15,0.65,16.4,0.06,59
"521","EL7.1EC","2017-01-19","100","8.49",112.1,10,10.38,0.09,4.1,1,5.11,0.24,20.7,0.04,94
"522","EL7.1EC","2017-02-14","97","7.87",103.97,192,10.47,0.02,2.8,1,10.8,0.3,5.5,0.05,86
"523","EL7.1EC","2017-03-14","","3.38",44.99,2600,11.3,0.29,4.6,2,22.2,0.54,11,NA,32
"524","EL7.1EC","2017-04-11","85","7.40",97.79,240,8.1,0.02,2.7,2.8,4.9,0.59,4.8,0.07,80
"525","EL7.1EC","2017-05-16","76","6.52",86.27,980,7.3,0.25,4.3,1,7.7,0.56,14.2,0.12,69
"526","EL7.1EC","2017-06-13","80","7.87",103.97,1060,7.1,0.18,2.8,1,4.4,0.65,12,0.03,86
"527","EL7.1EC","2017-07-11","77","4.61",61.19,1314,5.4,0.2,3.45,1,5.1,0.54,4.65,0.15,46
"528","EL7.1EC","2017-08-15","77","3.38",44.99,440,5.1,0.15,4.8,1,5.1,0.57,7.1,0.09,32
"529","EL7.1EC","2017-09-12","84","5.71",75.55,340,7.2,0.02,3.1,1,3.9,0.68,9.3,0.2,59
"530","EL7.1EC","2017-10-10","73","3.20",42.59,800,5.7,0.15,6.5,1,7.2,0.45,11.8,0.07,30
"531","EL7.1EC","2017-11-07","95","4.95",65.66,27,5.6,0.02,4.2,1,10.7,0.39,4.9,0.06,50
"532","EL7.1EC","2017-12-05","98","7.79",102.94,43,6.5,0.02,1.9,1,6.2,0.22,3.7,0.04,85
"533","EL7.1EC","2018-01-02","100","8.53",112.61,10,13.7,0.02,3.1,1,2.2,0.09,5,0.03,94.5
"534","EL7.1EC","2018-02-06","86","4.78",63.43,128,11.1,0.4,5.2,1,24,0.53,8.3,0.17,48
"535","EL7.1EC","2018-03-06","97","4.78",63.43,7,10.8,0.02,3.9,1,4.3,0.44,4.9,0.05,48
"536","EL7.1EC","2018-04-03","99","4.78",63.43,48,7.3,0.02,3.4,1,3.4,0.72,4.8,0.03,48
"537","EL7.1EC","2018-05-01","97","4.78",63.43,172,8,0.02,3.7,1,4.1,0.52,6.2,0.06,48
"538","EL7.1EC","2018-06-05","85","4.78",63.43,5,6.1,0.2,4.3,5,9.7,0.55,8.2,0.15,48
"539","EL7.1EC","2018-07-10","79","4.78",63.43,1020,5.9,0.02,3.6,1,7.8,0.76,8,0.08,48
"540","EL7.1EC","2018-08-07","80","5.16",68.44,665,5.6,0.02,4.5,1,6.8,0.75,4.4,0.41,52.5
"541","EL7.1EC","2018-09-04","83","4.78",63.43,720,5.4,0.18,3.1,1,3.6,0.22,8.9,0.31,48
"542","EL7.1EC","2018-10-02","85","4.78",63.43,240,5.9,0.18,3.2,1,4.6,0.13,4.9,0.07,48
"543","EL7.1EC","2018-11-06","71","4.78",63.43,1078,8.7,0.38,5.1,1,27.6,0.65,7.1,0.16,48
"544","EL7.1EC","2018-12-04","98","4.78",63.43,66,9.4,0.14,3.6,1,6.7,0.37,6,0.08,48
"545","EL7.1EC","2019-01-08","94","4.78",63.43,124,10.4,0.38,4.1,1,8.7,0.27,7.8,0.05,48
"546","EL7.1EC","2019-02-05","100","7.56",99.85,67,10.8,0.07,3,1,5.9,0.23,9.5,0.03,82
"547","EL7.1EC","2019-03-05","82","4.87",64.55,276,11.6,0.25,4,1,22.3,0.51,11.5,0.09,49
"548","EL7.1EC","2019-04-02","74","8.73",115.13,48,3.5,0.02,3.6,1,4.3,0.29,15.5,0.03,97
"549","EL7.1EC","2019-05-07","85","5.71",75.55,495,5.5,0.15,3.5,1,5.8,0.24,21.4,0.08,59
"550","EL7.1EC","2019-06-05","82","6.80",89.96,575,6,0.12,3.55,1,11.4,0.5,11.25,0.22,72.5
"551","EL7.1EC","2019-07-09","69","4.01",53.2,2300,5.6,0.11,4.7,1,10.7,0.58,21.7,0.1,39
"552","EL7.1EC","2019-08-06","54","2.83",37.73,12000,6.6,0.27,4.7,2.3,33,1.16,13.4,0.15,26
"553","EL7.1EC","2019-09-03","82","6.76",89.44,1476,5.9,0.02,3,1,3.8,0.26,6.6,0.04,72
"554","EL7.1EC","2019-10-01","79","6.20",82.01,44,4.7,0.02,2,1,1.8,0.34,7.8,0.09,65
"555","EL7.1EC","2019-11-05","88","5.33",70.64,240,8.2,0.02,3,1,6.5,0.06,6.7,0.06,54.5
"556","EL7.1EC","2019-12-03","97","7.13",94.25,127,9.4,0.26,4.5,1,12.7,0.51,11.8,0.04,76.6
"557","EL7.1EC","2020-01-07","88","3.65",48.54,120,10.7,0.32,4.6,1,20.6,0.43,11.5,0.1,35
"558","EL7.1EC","2020-02-04","97","6.20",82.01,56,9.8,0.23,5,1,10.5,0.36,10,0.05,65
"559","EL7.1EC","2020-03-03","99","8.11",107.03,70,10.8,0.07,3.2,1,4.8,0.36,8.2,0.05,89
"560","EL7.1EC","2020-05-12","95","8.86",116.84,140,8.5,0.14,3.5,1,18.9,0.5,7.4,0.08,98.7
"561","EL7.1EC","2020-06-09","","8.69",114.63,440,5.6,0.22,NA,1,16.9,0.27,NA,0.09,96.5
"562","EL7.1EC","2020-07-07","","5.54",73.37,2100,5,0.11,NA,3.3,25.5,0.6,NA,0.15,57
"563","EL7.1EC","2020-08-04","42","2.32",30.98,45000,7.3,0.45,4.81,4.4,53,0.61,7.66,0.15,20.6
"564","EL7.1EC","2020-09-01","47","3.74",49.71,24000,6.7,0.33,3.75,4.5,33.9,0.69,4.03,0.29,36
"565","EL7.1EC","2020-10-06","95","3.34",44.39,130,8,0.15,2.78,1,9.3,0.47,3.75,0.04,31.5
"566","EL7.1EC","2020-11-03","","1.97",26.32,210,9.5,0.1,3.2,1,10.4,NA,4.1,0.12,17
"567","EL7.1EC","2020-12-01","68","1.77",23.68,1267,10.2,0.23,4.81,1,23.5,0.68,9.07,0.09,15
"568","EL7.1EC","2021-01-05","91","5.67",75.12,115,11.5,0.36,3.55,1,20.1,0.66,8.74,0.08,58.6
"569","EL7.1EC","2021-02-02","76","2.16",28.8,440,11.8,0.35,3.09,1,21.3,0.46,9.05,0.09,18.9
"570","EL7.1EC","2021-03-02","83","2.65",35.26,277,10.6,0.24,2.97,1,13.5,0.53,7.9,0.06,24
"571","EL7.1EC","2021-04-06","95","3.11",41.39,185,7.6,0.12,2.49,1,4.8,0.63,5.36,0.01,29
"572","EL7.1EC","2021-05-04","37","2.74",36.5,25500,4.6,0.26,3.9,3.95,8.4,0.69,7.07,0.15,25
"573","EL7.1EC","2021-06-01","80","2.55",34.01,740,6.1,0.24,2.54,1,6.8,0.54,4.44,0.15,23
"574","EL7.1EC","2021-07-06","82","5.29",70.09,297,5.6,0.19,2.72,1,3.6,0.51,5.37,0.14,54
"575","EL7.1EC","2021-08-03","77","7.35",97.17,143,4.4,0.1,2.02,1,4,0.28,2.7,0.16,79.4
"576","EL7.1EC","2021-09-07","70","4.95",65.66,96,3.8,0.02,2.3,1,12.8,0.37,2.8,0.36,50
"577","EL7.1EC","2021-10-12","","5.29",70.09,1550,5.8,0.43,4.5,1,13.2,0.57,NA,0.45,54
"578","EL7.1EC","2021-11-02","78","5.04",66.78,820,6.5,0.1,2.98,1,16.3,0.39,3.4,0.33,51
"579","EL7.1EC","2021-12-07","94","7.72",101.91,10,6.4,0.06,2.04,1,5.7,0.29,4.12,0.31,84
"580","EL7.1EC","2022-01-04","","3.38",44.99,4000,11.6,0.52,4.21,2,66,0.7,7.61,NA,32
"581","EL7.1EC","2022-02-01","","9.94",131.03,87.5,13.6,0.32,4.2,1,6.8,0.23,14.85,NA,113
"582","EL7.1EC","2022-03-01","","5.37",71.19,128,9.7,0.31,4.03,1,17,0.47,17.4,NA,55
"583","EL7.1EC","2022-04-05","","7.08",93.63,160,8.8,NA,2.71,1,14.4,0.36,3.91,0.06,76
"584","EL7.1EC","2022-05-03","66","4.27",56.65,15000,5.2,0.26,3.33,1,13,0.63,8.41,0.05,42
"585","EL7.1EC","2022-06-07","","3.83",50.88,573,5.1,0.3,3.83,1,3.8,0.49,NA,0.08,37
"586","EL7.1EC","2022-07-05","61","6.76",89.44,313,2.5,0.12,2.16,1,1.9,0.29,6.88,0.07,72
"587","EL7.1EC","2022-08-02","65","5.44",72,1150,5,0.11,2.6,1,3.7,0.49,3.2,0.08,55.74
"588","EL7.1EC","2022-08-12","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","EL7.1SEC","2005-02-22","78","11.94",157.11,1000,9.69,0.7,2.5,4,9.89,0.25,5,0.05,140
"590","EL7.1SEC","2005-03-08","50","2.26",30.21,3500,10.11,0.5,7.8,6,131,0.25,26,0.06,20
"591","EL7.1SEC","2005-04-12","80","11.94",157.11,1140,7.94,0.6,2.5,1,18.2,0.25,5,0.03,140
"592","EL7.1SEC","2005-05-17","52","9.72",128.08,2500,3.65,0.5,6.5,4,6.98,0.25,5,0.03,110
"593","EL7.1SEC","2005-06-14","49","8.96",118.14,34000,5.64,0.8,2.5,6,22,0.5,5,0.18,100
"594","EL7.1SEC","2005-07-12","82","10.47",137.87,660,5.47,0.4,2.5,1,15.4,0.25,5,0.09,120
"595","EL7.1SEC","2005-08-16","","8.18",108.05,820,5.18,0.5,2.5,1,14.9,0.25,5,NA,90
"596","EL7.1SEC","2005-09-13","53","8.18",108.05,1000,3.47,0.3,2.5,3,14.5,0.25,5,0.15,90
"597","EL7.1SEC","2005-10-11","63","4.95",65.66,5600,6.22,0.4,7.4,2,56.4,0.25,5,0.09,50
"598","EL7.1SEC","2005-11-08","95","10.47",137.87,73,5.64,0.1,2.5,3,18.8,0.25,5,0.07,120
"599","EL7.1SEC","2005-12-06","64","4.95",65.66,2700,10.63,1.1,6,3,33.7,0.25,19,0.18,50
"600","EL7.1SEC","2006-01-10","84","11.21",147.55,207,11.8,0.7,5.7,1,9.83,0.25,21,0.05,130
"601","EL7.1SEC","2006-02-07","66","10.47",137.87,5500,9.59,1,2.5,6,18.3,0.9,14,0.05,120
"602","EL7.1SEC","2006-03-14","99","7.40",97.79,5,7.13,0.2,2.5,1,4.73,0.25,5,0.05,80
"603","EL7.1SEC","2006-04-04","42","7.40",97.79,5300,3.31,0.3,8.8,6,17.1,0.25,17,0.05,80
"604","EL7.1SEC","2006-05-16","","5.79",76.63,2000,5.47,0.5,7.3,2,28.8,0.25,NA,0.08,60
"605","EL7.1SEC","2006-06-13","53","6.60",87.33,2400,4.84,0.8,5.3,4,20.7,1.1,5,0.05,70
"606","EL7.1SEC","2006-07-18","81","8.96",118.14,902,5.44,0.2,2.5,1,6.6,0.25,5,0.06,100
"607","EL7.1SEC","2006-08-08","80","11.94",157.11,1100,5.9,0.1,2.5,2,5.96,0.25,5,0.07,140
"608","EL7.1SEC","2006-09-12","71","11.94",157.11,680,4.85,0.3,2.5,1,7.7,0.25,5,0.06,140
"609","EL7.1SEC","2006-10-10","83","5.79",76.63,230,5.5,0.2,5.5,1,13.4,0.25,5,0.07,60
"610","EL7.1SEC","2006-11-07","98","13.38",175.93,26,7.41,0.1,2.5,2,5.18,0.25,5,0.08,160
"611","EL7.1SEC","2006-12-06","","9.72",128.08,213,9.3,0.2,5,1,6.82,0.25,NA,0.07,110
"612","EL7.1SEC","2007-01-09","","8.96",118.14,740,9.84,0.6,7.6,1,18.5,0.25,NA,0.06,100
"613","EL7.1SEC","2007-02-06","","",NA,NA,11.58,NA,NA,NA,18,NA,NA,NA,NA
"614","EL7.1SEC","2007-03-20","","12.66",166.57,333,9.5,0.5,2.5,1,37.5,0.25,NA,0.07,150
"615","EL7.1SEC","2007-05-15","","9.72",128.08,1040,6.67,0.5,6.1,2,9.85,0.25,NA,0.05,110
"616","EL7.1SEC","2007-06-26","47","4.95",65.66,3400,3.68,0.5,7,1,19.4,0.25,12,0.06,50
"617","EL7.1SEC","2007-07-10","62","11.94",157.11,680,2.69,0.05,2.5,2,7.04,0.5,5,0.06,140
"618","EL7.1SEC","2007-08-07","58","10.47",137.87,700,3.85,0.05,2.5,3,11.4,0.25,5,0.09,120
"619","EL7.1SEC","2007-09-26","56","9.72",128.08,620,3.71,0.05,2.5,5,4.16,0.25,5,0.05,110
"620","EL7.1SEC","2007-10-16","87","8.18",108.05,440,6.52,0.05,2.5,1,7.48,0.25,5,0.03,90
"621","EL7.1SEC","2007-11-06","","10.47",137.87,180,7.63,0.2,2.5,1,7.75,0.25,NA,0.05,120
"622","EL7.1SEC","2007-12-05","","11.94",157.11,31,7.81,0.05,2.5,2,5.03,0.25,NA,0.05,140
"623","EL7.1SEC","2008-01-15","","11.94",157.11,82,10.83,0.4,2.5,1,11.7,0.25,NA,0.05,140
"624","EL7.1SEC","2008-02-12","98","12.66",166.57,189,11.07,0.05,2.5,1,9.15,0.25,19,0.03,150
"625","EL7.1SEC","2008-03-13","","11.21",147.55,5000,9.99,0.7,2.5,1,7.99,0.25,NA,0.09,130
"626","EL7.1SEC","2008-04-08","","11.94",157.11,2400,9.44,0.9,5,2,8.63,0.8,NA,0.06,140
"627","EL7.1SEC","2008-05-06","","14.09",185.2,1000,6.51,0.4,2.5,1,9.42,0.5,NA,0.05,170
"628","EL7.1SEC","2008-06-10","66","12.66",166.57,1182,4.14,0.05,2.5,2,6.9,0.4,5,0.06,150
"629","EL7.1SEC","2008-07-17","76","6.60",87.33,1545,5.13,0.3,5,3,8.96,0.4,10,0.09,70
"630","EL7.1SEC","2008-08-12","47","4.09",54.35,1455,3.44,0.3,8.2,2,7.29,0.6,10,0.02,40
"631","EL7.1SEC","2008-09-09","78","11.21",147.55,1818,5.74,0.8,5,1,12.3,0.15,5,0.02,130
"632","EL7.1SEC","2008-10-07","86","11.94",157.11,200,6.17,0.6,2.5,1,7.7,0.15,11,0.02,140
"633","EL7.1SEC","2008-11-12","99","10.47",137.87,54,7.11,0.05,2.5,3,5.02,0.15,5,0.02,120
"634","EL7.1SEC","2008-12-04","88","10.47",137.87,530,11.15,0.5,5,1,12.3,0.15,13,0.02,120
"635","EL7.1SEC","2009-01-06","58","4.09",54.35,11000,10.92,0.3,5.6,4,62.1,0.7,20,0.02,40
"636","EL7.1SEC","2009-02-10","84","13.38",175.93,200,11.11,0.6,2.5,2,12.1,0.6,22,0.02,160
"637","EL7.1SEC","2009-03-17","76","7.40",97.79,1818,10.83,0.8,7.5,2,25.5,0.02,24,0.02,80
"638","EL7.1SEC","2009-04-14","99","12.66",166.57,82,7.93,0.05,2.5,1,6.18,0.6,5,0.02,150
"639","EL7.1SEC","2009-05-12","76","8.18",108.05,1364,6.57,0.5,5,2,12,0.9,5,0.02,90
"640","EL7.1SEC","2009-06-10","51","5.79",76.63,41000,7.65,1,10,4,53.5,0.15,13,0.02,60
"641","EL7.1SEC","2009-07-14","57","3.20",42.59,21000,5.32,0.15,6.8,2,19.1,0.3,5,0.08,30
"642","EL7.1SEC","2009-08-11","59","7.40",97.79,320,3.58,0.05,2.5,2,8.49,0.15,5,0.11,80
"643","EL7.1SEC","2009-09-15","63","8.18",108.05,240,3.76,0.05,2.5,1,6.39,0.15,5,0.02,90
"644","EL7.1SEC","2009-10-13","64","4.09",54.35,16000,7.5,0.4,9.4,3,15.8,0.3,18,0.02,40
"645","EL7.1SEC","2009-11-10","99","12.66",166.57,66,8.61,0.3,2.5,1,5.36,0.5,11,0.02,150
"646","EL7.1SEC","2009-12-01","","6.60",87.33,5000,7.95,0.3,8.4,7,25.9,0.4,NA,0.02,70
"647","EL7.1SEC","2010-01-12","","12.66",166.57,580,12.79,0.6,2.5,1,9.55,NA,25,0.1,150
"648","EL7.1SEC","2010-02-16","70","9.72",128.08,909,12.04,0.6,13,4,43.9,1,45,0.06,110
"649","EL7.1SEC","2010-03-09","","13.38",175.93,60000,7.18,0.1,2.5,NA,15.8,4.4,55,0.09,160
"650","EL7.1SEC","2010-04-13","82","11.94",157.11,727,5.98,0.05,2.5,2,13,0.8,5,0.06,140
"651","EL7.1SEC","2010-05-04","","",NA,NA,1.96,0.05,2.5,8.3,13.6,4.9,11.8,1.3,NA
"652","EL7.1SEC","2010-06-15","","5.79",76.63,1818,4.21,0.2,6.8,2,9.72,NA,16,0.02,60
"653","EL7.1SEC","2010-07-13","31","2.26",30.21,57000,4.32,0.4,9.1,6,29.5,0.15,18,0.05,20
"654","EL7.1SEC","2010-08-10","45","7.40",97.79,3700,2.37,0.1,2.5,3,7.19,0.9,13,0.21,80
"655","EL7.1SEC","2010-09-14","48","11.21",147.55,1727,3.89,0.3,2.5,2,5.97,1,5,0.1,130
"656","EL7.1SEC","2010-10-12","85","10.47",137.87,250,6.46,0.1,2.5,2,7.01,0.4,5,0.08,120
"657","EL7.1SEC","2010-11-09","85","9.72",128.08,220,9.66,0.3,6.2,2,7.22,0.15,14,0.1,110
"658","EL7.1SEC","2010-12-07","93","6.60",87.33,198,10.73,0.1,5,4,6.65,0.5,17,0.12,70
"659","EL7.1SEC","2011-01-18","","",NA,3200,9.4,NA,NA,NA,22.7,NA,NA,NA,NA
"660","EL7.1SEC","2011-02-15","","",NA,104,9.55,NA,NA,NA,7.95,NA,NA,NA,NA
"661","EL7.1SEC","2011-03-15","","",NA,246,9.6,NA,NA,NA,7.57,NA,NA,NA,NA
"662","EL7.1SEC","2011-04-12","","",NA,66,9.08,NA,NA,NA,7.33,NA,NA,NA,NA
"663","EL7.1SEC","2011-05-11","","",NA,13000,5.21,NA,NA,NA,20.7,NA,NA,NA,NA
"664","EL7.1SEC","2011-06-07","","",NA,246,4.95,NA,NA,NA,10.1,NA,NA,NA,NA
"665","EL7.1SEC","2011-07-12","","",NA,840,5.36,NA,NA,NA,15.9,NA,NA,NA,NA
"666","EL7.1SEC","2011-08-16","","",NA,1364,5.03,NA,NA,NA,9.62,NA,NA,NA,NA
"667","EL7.1SEC","2011-09-13","","",NA,300,5.74,NA,NA,NA,9.14,NA,NA,NA,NA
"668","EL7.1SEC","2011-10-11","","",NA,50,8.48,NA,NA,NA,5.2,NA,NA,NA,NA
"669","EL7.1SEC","2011-11-09","","",NA,84,9.39,NA,NA,NA,5.86,NA,NA,NA,NA
"670","EL7.1SEC","2011-12-06","","",NA,49,9.75,NA,NA,NA,11.4,NA,NA,NA,NA
"671","EL7.1SEC","2013-01-15","78","7.00",92.58,580,9.05,0.4,6.7,3.1,18.4,0.55,39.8,0.16,75
"672","EL7.1SEC","2013-02-12","74","6.60",87.33,5,11.09,0.4,5,1,234,0.6,89.4,1.04,70
"673","EL7.1SEC","2013-03-12","49","3.65",48.54,2300,10.4,0.05,6.1,5.7,112,1.18,8.1,0.34,35
"674","EL7.1SEC","2013-04-16","53","11.21",147.55,300,3.83,0.06,8.5,4.9,6.6,0.73,23,0.13,130
"675","EL7.1SEC","2013-05-08","72","10.84",142.73,2400,8.3,0.61,6.7,2,26.6,0.38,12.9,0.11,125
"676","EL7.1SEC","2013-06-11","70","8.57",113.11,940,7.51,0.52,9.2,1,27.2,0.88,13.3,0.16,95
"677","EL7.1SEC","2013-07-16","91","10.47",137.87,170,5.99,0.29,3.1,1,6.7,0.4,7.9,0.11,120
"678","EL7.1SEC","2013-08-06","66","4.09",54.35,202,7.34,0.46,8.3,6,19.8,0.65,13,0.14,40
"679","EL7.1SEC","2013-09-10","86","11.94",157.11,236,5.91,0.05,2.4,1,3.5,0.21,3.2,0.06,140
"680","EL7.1SEC","2013-10-15","96","6.60",87.33,49,6.96,0.15,5.3,1,7.9,0.14,7.5,0.04,70
"681","EL7.1SEC","2013-11-12","98","12.30",161.85,99,7.7,0,2,1,4.9,0.28,4.4,0.07,145
"682","EL7.1SEC","2013-12-03","100","10.84",142.73,79,10.1,0.19,3.3,1,7.44,0.31,8.5,0.01,125
"683","EL7.1SEC","2015-01-13","66","7.95",104.99,3200,11.39,1.08,9,1,21.3,0.35,23.2,0.09,87
"684","EL7.1SEC","2015-02-10","63","3.29",43.79,4000,11.63,0.4,6.7,2.5,36,0.66,19.7,0.19,31
"685","EL7.1SEC","2015-03-10","83","12.52",164.69,280,10.27,0.81,3.9,1,16.6,1.06,15.7,0.03,148
